result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
1097300|408149||NC||NC||NC|NC|||7||NR||NR|d||NOEL||NC|ENZ||CEST||PL|||NC||NC||NC||A|NR||2||NR||NR|ppm||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<=|0.05||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| PLASMA. ERYTHROCYTE ACETYLCHOLINESTERASE ALSO REPORTED.||08/10/2006||407259
1097805|427843||NC||NC||NC|NC|||5||NR||NR|d||NR-ZERO||NC|MOR||MORT||NR|||NC||NC||NC||A|NR||126||NR||NR|ppm||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/6//EFCT%/0//TREND/NEF//OEF/TOXICITY SYMPTOMS//||10/19/2007||427904
1098816|482452||NC||NC||NC|NC|||8||NR||NR|wk||NR-ZERO||NC|MOR||MORT||NR|||NC||NC||NC||F|NR||2.4||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/8//EFCT%/0//TREND/NEF//CONC/ONLY CONC TESTED//||06/15/2009||482474
1098831|525984||NC||NC||NC|NC|||4||NR||NR|wk||NOEL||NC|GRO||WGHT||WO|||NC||NC||NC||A|NR||100||NR||NR|ppm||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%/NR//TREND/INC//OEF/PROTEIN DIET EFCTS//, SIGNIFICANT INCREASE||04/13/2010||526226
1098923|555881||NC||NC||NC|NC|||NA||NR||NR|gm||NOEL||NC|REP||GERM||PO|||NC||NC||NC||A|NR||840||NR||NR|AI mg/L||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/19.1//TREND/INC//RVALUE/ONLY CONC TESTED//OEF/MIXTURE//||12/03/2010||556313
1098924|478582||NC||NC||NC|NC|||NA||10||20|d||LOEL||NC|PHY||EPYR||NR|||NC||NC||NC||F|NR||50||NR||NR|mM||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.001||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/INC//CONC/ONLY CONC TESTED//, COUNTING OF VIBRISSAE THAT EXCITED CELLS VIS STIMULI||02/24/2009||478584
1099652|423689||NC||NC||NC|NC|||22||NR||NR|d||NOEC||NC|PHY||RESP||F1|||NC||NC||NC||F|NR||6||NR||NR|mg/kg/d||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//CONTR/O = SALINE//CONC/ONLY CONC TESTED//, FREQUENCY OF CENTRAL APNEIC EVENTS||10/04/2007||423770
1099843|446562||NC||NC||NC|NC|||30||NR||NR|d||LOEL||NC|HRM||TSTR||TE|||NC||NC||NC||T|NR||5||NR||NR|mg/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.001||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//TREND/DEC//OEF/HISTOLOGY, MIXTURE, RECOVERY EFFECTS, ALSO REPORTED CHOLESTEROL, ONLY CONC TESTED||01/30/2008||448146
1100628|523333||NC||NC||NC|NC|||26||NR||NR|wk||LOEL||NC|ACC||RSDE||BL|||NC||NC||NC||A|NR||0.005||NR||NR|mg/kg/d||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.01||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/INC//||05/10/2010||523418
1100674|536799||NC||NC||NC|NC|||12||NR||NR|d||LOEL||NC|GEN||MITI||RTC|||NC||NC||NC||T|NR||0.01||NR||NR|mM||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/11//EFCT%/9.91//TREND/DEC//OEF/MIXTURE//||05/27/2010||537475
1101439|529604||NC||NC||NC|NC|||11||NR||NR|d||LOEL||NC|GRO||WGHT||SO|||NC||NC||NC||T|SO2||0.65||NR||NR|ul/L||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/10//EFCT%/8.3///TREND/DEC//RVALUE/ONLY CONC TESTED//EFCT%/PERCENT OF FRESH WEIGHT//, DRY MATTER CONTENT, FRESH WEIGHT, RELATIVE GROWTH RATE ALSO REPORTED||04/16/2010||529967
1101606|475939||NR||NR||NR|NR|||6||NR||NR|wk||NOEL||NEF|CEL||GSTP||LI|||NR||NR||NR||T|NR||100000||NR||NR|ppm diet|ONLY CONC TESTED|||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.01||NR||NR||U||R||NR||NR||NR|NR|||NR||NR||NR|NR|||NR||NR||NR||NR||NR||NR||NR||NR|CONC1/ONLY CONC TESTED// ||02/10/2009|08/22/2019|475941
1102826|410719||NC||NC||NC|NC|||14||NR||NR|d||NOEL||NC|PHY||BLPR||TA|||NC||NC||NC||F|NR||2.0||NR||NR|%||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|NR||NR||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||02/09/2007||410098
1103278|555453||NC||NC||NC|NC|||7||NR||NR|d||LOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||0.75||NR||NR|AI lb/acre||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/4//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//||11/15/2010||555858
1103844|557487||NC||NC||NC|NC|||144||NR||NR|h||NR-LETH||NC|MOR||MORT||NR|||NC||NC||NC||T|PPHN||0.54||NR||NR|mg/L||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/35//EFCT%/100//TREND/INC//RVALUE/ONLY CONC TESTED//||10/05/2010||557971
1104030|407018||NC||NC||NC|NC|||5||NR||NR|wk||NOEL||NC|MPH||WGHT||UT|||NC||NC||NC||A|NR||0.50||NR||NR|AI lb/acre||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| OTHER LIFESTAGES ALSO REPORTED||11/07/2006||408554
1104508|480933||NC||NC||NC|NC|||NA||NR||NR|hv||NOEL||NC|GRO||HGHT||PTU|||NC||NC||NC||F|NR||2.0||NR||NR|kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//CONC/ONLY CONC TESTED//, SIGNIFICANT BENEFICIAL EFFECT, OTHER GROWTH EFFECTS||03/31/2009||480935
1104637|447223||NC||NC||NC|NC|||24||NR||NR|h||LOEL||NC|BCM||GBCM||RO|||NC||NC||NC||F|NR||0.16||NR||NR|mM||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/DEC//HYOSCYAMINE.  ALSO REPORTED, SCOPOLAMINE.||05/08/2008||448902
1104982|449862||NC||NC||NC|NC||<|48||NR||NR|h||LOEL||NC|MOR||MORT||NR|||NC||NC||NC||F|NR||45||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/>20//TREND/INC//PERCENT FROM GRAPH|449862|05/06/2008||451777
1106188|447675||NC||NC||NC|NC|||5||NR||NR|wk||NOEL||NC|HRM||PTHH||SR|||NC||NC||NC||T|Zn||227||NR||NR|mg/L||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|NR||NR||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//TREND/DEC//OEF/MIXTURE EFCTS//, CONC/ONLY CONC TESTED//||04/14/2008||449403
1106437|513714||NC||NC||NC|NC|||28||NR||NR|d||LOEL||NC|HRM||6BHT||LI|||NC||NC||NC||T|Cr||50||NR||NR|ppm||||||||||||||||||||||||||||--||||||||||||||||||SIG|P|<|0.01||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/48//TREND/DEC//||03/18/2010||513817
1106576|412539||NC||NC||NC|NC||>|14||NR||NR|d||LOEL||NC|POP||CNTL||NR|||NC||NC||NC||A|NR||570||NR||NR|AI g/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| BOWDEN, ON FRUIT, LEAVES, SEVERITY OF INFECTION ALSO REPORTED||04/03/2007||412628
1106968|535353||NC||NC||NC|NC|||2||NR||NR|wk||NR-LETH||NC|MOR||MORT||NR|||NC||NC||NC||F|NR||1||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/8//EFCT%/100//TREND/INC//RVALUE/ONLY CONC TESTED// OEF/MIXTURE//||05/20/2010||535956
1107317|460581||NC||NC||NC|NC|||14||NR||NR|d||NOEL||NC|GRO||GAIN||FET|||NC||NC||NC||F|NR||4||NR||NR|mg/100 g bw/d||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//OEF/MIXTURE//||11/07/2007||460623
1109511|449800||NC||NC||NC|NC||~|12||NR||NR|d||LOEL||NC|CEL||NCRC||NR|||NC||NC||NC||A|NR||200||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/34//EFCT%/NR//TREND/NR//PUPS F1||05/07/2008||451706
1109611|506101||NC||NC||NC|NC|||30||NR||NR|mi||LOEL||NC|BCM||CITR||HIP|||NC||NC||NC||A|NR||1.25||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%////TREND/INC//OEF/MIXTURE//EFCT%/391% OF CONTROL//RVALUE/ONLY CONC TESTED//||11/11/2009||506244
1109617|515327||NC||NC||NC|NC|||14||NR||NR|d||NOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||0.94||NR||NR|AI lb/acre||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/33//EFCT%/NR//TREND/NEF//RVALUE/ONLY CONC TESTED//||03/22/2010||515507
1109723|401043||NC||NC||NC|NC|||NR||NR||NR|hv||NOEL||NC|POP||CNTL||NR|||NC||NC||NC||A|NR||0.28||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.01||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| 1997, BASED ON PERCENTAGE OF BORED INTERNODES||04/12/2006||404837
1109923|410292||5||NR||NR|FM|||1||NR||NR|h||LOEL||NC|ENZ||ALIE||PL|||NC||NC||NC||F|NR||900||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||SIG|P|<|0.05||NR||NR|/|U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NR||NR||NR||NR||NR||NR||NR||NC| SIGNIF/ASIG//WTAT/NR//CONCTYPE/F//TREND/DEC//EFCT%/63% OF CONTROL//STST/NR//INTAKE/NR//COMPEP/NR//TEMP/NR//||02/20/2007|11/09/2007|645657
1110173|460523||NC||NC||NC|NC|||14||NR||NR|d||NOEL||NC|MPH||WGHT||OV|||NC||NC||NC||F|NR||5||NR||NR|ug/100 g bdwt||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/4//EFCT%/NR//TREND/INC//RVALUE/ONLY CONC TESTED//OEF/MIXTURE//||11/07/2007||460565
1110380|409408||NR||NR||NR|NR|||14||NR||NR|d||NOEL||DEC|GRO||WGHT||SO|||NR||NR||NR||A|NR||1.0||NR||NR|AI kg/ha|ONLY CONC TESTED|||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<=|0.05||NR||NR||U||R||NR||NR||NR|NR|||NR||NR||NR|NR|||NR||NR||NR||Wet||NR||NR||NR||NR|CONC1/ONLY CONC TESTED// ||03/15/2007|03/16/2017|411213
1110780|532611||NC||NC||NC|NC|||48||NR||NR|h||LOEL||NC|PHY||CLNC||KI|||NC||NC||NC||A|NR||40||NR||NR|ug/kg||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.001||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//PROTEIN CLEARANCE||06/09/2010||533114
1111015|513917||NC||NC||NC|NC|||2||NR||NR|wk||NOEL||NC|GRO||HGHT||NR|||NC||NC||NC||F|NR||2000||NR||NR|g/ha||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/8//EFCT%/NR//TREND/DEC//OEF/MIXTURES//RVALUE/ONLY CONC TESTED//||03/23/2010||514043
1111268|539193||NC||NC||NC|NC|||6||NR||NR|mi||LOEL||NC|PHY||CRAT||PEH|||NC||NC||NC||F|NR||0.0001||NR||NR|M||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.01||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//, ACH INDUCED CONTRACTIONS||04/20/2010||540087
1111426|556572||NC||NC||NC|NC|||20||NR||NR|wk||LOEL||NC|POP||CNTL||NR|||NC||NC||NC||F|NR||1.7||NR||NR|kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/108//EFCT%/NR//TREND/INC//OEF/MIXTURE, SOYBEAN STUDY ALSO REPORTED, CHEMICAL FORMULATION EFCTS//||12/01/2010||557017
1111478|418161||NC||NC||NC|NC|||21||NR||NR|d||EC20||NC|GRO||WGHT||SDL|||NC||NC||NC||A|NR||350||NR||NR|mg/kg dry wt||||||||||||||||||||||||||||--||||||||||||||||||NA|NR||NA||NA||NA||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/12//EFCT%/20//TREND/INC//DRY WEIGHT BASIS||09/26/2007||418284
1112085|529459||NR||NR||NR|NR|||28||NR||NR|d|OTHER DURATIONS REPORTED|NOEL||NEF|POP||ABND/|STATS TO CONTROL|NR|||NR||NR||NR||A|NR||0.10||NR||NR|AI lb/acre|ONLY CONC TESTED|||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NR||NR||NR|NR|||NR||NR||NR|NR|||NR||NR||NR||NR||NR||NR||NR||NR|OTIME/OTHER DURATIONS REPORTED//CONC1/ONLY CONC TESTED// ||08/16/2010|07/13/2012|529807
1112555|424320||NC||NC||NC|NC|||12||NR||NR|mo||NOEL||NC|MOR||MORT||NR|||NC||NC||NC||T|NR||70||NR||NR|mg/kg/wk||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/23//TREND/INC//OEF/MIXTURE, ONLY CONC TESTED||12/17/2007||424471
1114008|578175||NC||NC||NC|NC|||18||NR||NR|d||LOEL||NC|BCM||ASHC||TB|||NC||NC||NC||F|NR||40||NR||NR|ug/kg diet||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/41.6//TREND/INC//RVALUE/ONLY CONC TESTED//OEF/STRAIN EFFECTS//, CACO ALSO REPORTED||06/22/2011||578229
1114319|410237||NC||NC||NC|NC|||NA||NR||NR|hv||NOEL||NC|POP||CNTL||NR|||NC||NC||NC||A|NR||2.2||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| PRIOR SOYBEAN CROP, CURRENT CROP OF SOYBEAN, CV CENTENNIAL||12/11/2006||409313
1114710|477548||NC||NC||NC|NC|||21||NR||NR|d||LOEL||NC|MPH||WGHT||UT|||NC||NC||NC||F|NR||60||NR||NR|ug/org||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<=|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/7//EFCT%/NR//TREND/DEC//OEF/MIXTURE//RVALUE/ONLY CONC TESTED//||02/19/2009||477550
1114960|571183||NC||NC||NC|NC|||1||NR||NR|h||NOEL||NC|AVO||CHEM||NR|||NC||NC||NC||F|NR||50||NR||NR|ml/L||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|NR||NR||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/109//EFCT%/NR//TREND/NR//OEF/MIXTURE, OTHER CHEMICALS ALSO TESTED// ||03/16/2011||572019
1115288|446671||NC||NC||NC|NC|||24||NR||NR|h||NOEL||NC|ENZ||HOXY||LI|||NC||NC||NC||T|NR||100||NR||NR|umol/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/5//EFCT%/NR//TREND/INC//CONC/ONLY CONC TESTED//||02/06/2008||448264
1115715|513086||NC||NC||NC|NC||~|104||NR||NR|d||NOEL||NC|MOR||LFSP||NR|||NC||NC||NC||T|Cu||164.78||NR||NR|ug/g dry wt||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/INC//RVALUE/ONLY CONC TESTED//NUNIT/F1//SAMPN/NR//OEF/ACC//, F1 FEMALE, F2 ALSO REPORTED||01/14/2010||513140
1116489|562677||NC||NC||NC|NC|||4||NR||NR|wk||NOEL||NC|BCM||SECO||LI|||NC||NC||NC||T|B||1000||NR||NR|ppm diet||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//OEF/MIXTURE, RESTRICTED PROTEIN STUDY//RVALUE/ONLY CONC TESTED//||01/19/2011||562894
1117153|557545||NC||NC||NC|NC|||144||136||152|mi||ET50||NC|MOR||TKNO||NR|||NC||NC||NC||T|PPHN||100||NR||NR|ppm||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/12//EFCT%/NA//TREND/INC//REPORTED AS KT50||10/13/2010||558029
1117237|408471||NR||NR||NR|NR|||57||NR||NR|d||NOEL||DEC|GRO||WGHT/|FRESH SHOOT WGHT ALSO REPORTED|RO|||NR||NR||NR||A|NR||1.5||NR||NR|AI kg/ha|ONLY CONC TESTED|||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NR||NR||NR|NR|||NR||NR||NR|NR|||NR||NR||NR||Wet||NR||NR||NR||NR|CONC1/ONLY CONC TESTED// ||11/07/2006|06/05/2014|408565
1117466|582156||NC||NC||NC|NC||~|4||NR||NR|wk||NOEL||NC|BCM||ZNCO||SDL|||NC||NC||NC||A|NR||NR||2.0||4.0|AI lb/acre||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/13//EFCT%/NR//TREND/DEC//CONTR/C,O=CULTIVATED//, CONCENTRATIONS POOLED, STATS TO C CONTROL||09/01/2011||582181
1118253|512357||NC||NC||NC|NC|||8||NR||NR|wk||NOEL||NC|ENZ||ALPH||FM|||NC||NC||NC||T|Cd||75||NR||NR|ppm||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//TREND/INC//OEF/MIXTURE//, CONC/ONLY CONC TESTED//||04/22/2008||512391
1118448|572712||NC||NC||NC|NC|||14||NR||NR|d||NOEL||NC|CEL||CCHG||EPD|||NC||NC||NC||A|NR||400||NR||NR|AI mg/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/5//EFCT%/NR//TREND/NEF//CONTR/C,V//OEF/TOXICITY SYMPTOMS//, STATS TO C,V CONTROLS; BILATERAL SPERMATOCEOLES||12/11/2007||573615
1118642|486847||NC||NC||NC|NC|||NA||NR||NR|hv||LOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||100||NR||NR|AI g/kg||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/17//EFCT%/NR//TREND/DEC//CONTR/C AND O, COMPARED TO C//RVALUE/ONLY CONC TESTED//||06/04/2009||487140
1119353|566381||NC||NC||NC|NC|||14||NR||NR|d||NOEL||NC|CEL||LMPH||BL|||NC||NC||NC||T|Cu||249.3||NR||NR|mg/L||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.001||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/7//EFCT%/NR//TREND/INC//OEF/SURVEY// ||02/16/2011||566998
1119512|584992||NC||NC||NC|NC|||NA||NR||NR|hv||LOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||70||NR||NR|AI g/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<=|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/52//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//AP DATE/OR 6-20-99//OEF/CULTIVAR EFCTS//, MEASURED AS PLANT DISEASE SEVERITY INDEX||07/13/2011||585142
